Annotation of K4/K36 DHMSs for 18795 RefSeq genes. Expression data retrieved from in Mikkelson et.al. (2007),,,,,,,,,
,,,,,,,,,
RefSeq ID,symbol,chrom,txStart,txEnd,strand,K4 DHMS,K36 DHMS,expression in ESC,expression in NPC
NM_175520,Gpr81,chr11,49313575,49314503,+,ES,None,5.090068506,4.991837154
NM_175669,Gpr82,chrX,92138032,92159678,-,None,None,NA,NA
NM_010287,Gpr83,chr12,105603471,105608041,+,ES,None,5.287431011,5.274842395
NM_030720,Gpr84,chr10,116474238,116552584,-,ES,None,4.572118296,4.508254032
NM_145066,Gpr85,chr7,38227226,38237281,-,None,None,13.62783372,15.24847791
NM_032399,Gpr87,chr5,24075409,24087424,-,None,None,5.888156153,5.875086032
NM_022427,Gpr88,chr5,105175358,105223019,-,None,None,10.27297715,9.752572199
NM_026229,Gpr89,chr5,31226686,31231672,+,None,None,358.597391,307.7343249
NM_173036,Gpr97,chr9,20357882,20366309,+,None,None,3.754189759,3.702560543
NM_054053,Gpr98,chr10,78943373,78958220,-,ES,None,5.736779395,5.620325878
NM_001004359,Gprasp1,chrX,57970280,57971613,+,None,None,770.6374766,355.8716286
NM_181444,Gprc5a,chr11,32109585,32122238,-,ES,ES,59.871866,15.61610571
NM_022420,Gprc5b,chr7,28867588,28877407,-,None,None,26.44396123,491.9568343
NM_147217,Gprc5c,chr1,175995449,175996413,+,ES,None,4.952758495,4.806060671
NM_053118,Gprc5d,chr7,41057479,41063336,+,None,None,3.751769473,3.710248493
NM_153071,Gprc6a,chr14,6890121,6956645,+,None,None,4.178370589,4.160698119
NM_012014,Gprin1,chr17,3475740,3514195,-,None,None,7.851459365,13.61592791
NM_183183,Gprin3,chr7,33720691,33722702,-,None,None,7.013603181,6.786190921
NM_019497,Gprk2l,chr6,115584191,115642254,-,None,None,4.855395141,4.913178023
NM_018869,Gprk5,chr3,134177031,134199474,+,None,None,13.99437681,46.97011678
NM_001038018,Gprk6,chr17,30888407,30892065,-,None,None,734.9570479,376.7506563
NM_145370,Gps1,chr1,175988192,175989138,+,ES,None,NA,NA
NM_019726,Gps2,chr16,25202165,25337693,+,None,None,115.2209911,291.5356623
NM_153410,Gpsm1,chr4,143786508,143796040,+,None,NP,NA,NA
NM_029522,Gpsm2,chr5,135293925,135296795,+,None,None,211.9492638,233.7220794
NM_134116,Gpsm3,chr10,42367331,42390870,+,ES,None,57.58405553,11.30161904
NM_134118,Gpsn2,chr9,15067309,15083892,-,None,None,NA,NA
NM_182805,Gpt1,chr10,79180423,79185451,+,ES,None,5.675335395,5.189015413
NM_173866,Gpt2,chr9,58286739,58297879,+,None,None,320.7254443,713.1305272
NM_008160,Gpx1,chr9,38128462,38129403,+,None,None,7406.98614,1394.990577
NM_030677,Gpx2,chr1,97144149,97165471,+,ES,None,269.3317184,14.36780773
NM_001083929,Gpx3,chr1,175973420,175974366,+,ES,None,220.0023623,5.846877332
NM_008162,Gpx4,chr1,21225739,21250710,+,ES,None,NA,NA
NM_010343,Gpx5,chr17,30868073,30871294,-,None,None,4.337607659,4.310314215
NM_145451,Gpx6,chr10,17700676,17712668,-,ES,None,8.398417437,4.917673796
NM_024198,Gpx7,chr11,7106097,7113926,-,ES,None,608.2049141,6.174641983
NM_027898,Gramd1a,chr7,140001949,140005979,-,None,None,NA,NA
NM_172768,Gramd1b,chr9,38605634,38606559,+,None,None,33.00412331,18.26543076
NM_153528,Gramd1c,chr2,148441801,148446819,+,None,None,7.30243935,8.096238788
NM_001033498,Gramd2,chr9,38878737,38895641,+,None,None,NA,NA
NM_026240,Gramd3,chr2,26712780,26724822,-,None,None,95.08345186,199.3465903
NM_027817,Grap,chr16,4680688,4705163,-,None,None,7.445630216,7.327494887
NM_010815,Grap2,chr19,44386636,44400053,+,None,None,5.177782711,5.075449751
NM_019518,Grasp,chr19,9150686,9155001,-,None,None,216.1269485,64.38702259
NM_010345,Grb10,chr1,175936134,175937081,+,ES,ES,NA,NA
NM_016719,Grb14,chr4,154953788,154971063,+,None,NP,15.54597232,1468.932475
NM_008163,Grb2,chr16,5159475,5171277,-,None,None,NA,NA
NM_010346,Grb7,chr1,175925716,175926654,+,ES,ES,246.4673634,5.440415774
NM_013535,Grcc10,chr7,39030822,39038692,-,None,None,6.07347857,34.86290148
NM_015764,Greb1,chr1,72217580,72236203,+,ES,None,5.441580419,5.380693017
NM_011824,Grem1,chr4,122191561,122207437,+,None,None,NA,NA
NM_011825,Grem2,chr1,36636032,36637933,+,ES,None,6.049709505,5.836905631
NM_145890,Grhl1,chr17,35275791,35281735,-,None,ES,46.94460602,4.987881239
NM_026496,Grhl2,chr10,76019401,76033275,+,ES,ES,69.90452161,8.442052989
NM_001013756,Grhl3,chr11,98857349,98868731,+,ES,ES,262.0586874,5.616939681
NM_080289,Grhpr,chr11,58015750,58023786,+,ES,None,1013.375664,149.0695877
NM_008165,Gria1,chr16,98013680,98077513,-,None,None,4.980517193,4.938816538
NM_001083806,Gria2,chr5,107643814,107670333,+,None,None,13.04541174,41.74328085
NM_016886,Gria3,chrX,140536726,140595262,-,None,None,8.135642121,8.37153667
NM_019691,Gria4,chr1,175357986,175372526,-,NP,NP,4.604060377,36.45415978
NM_008166,Grid1,chr19,46743216,46756693,+,None,None,4.213715335,4.761760016
NM_008167,Grid2,chr7,97207514,97225408,+,None,None,5.653800447,7.449663556
NM_133355,Grid2ip,chr6,48499283,48502256,-,None,None,4.941289053,4.929888504
NM_030022,Grifin,chr11,49303103,49304039,+,ES,None,5.076161347,5.008961888
NM_010348,Grik1,chr10,53225739,53318854,-,ES,None,NA,NA
NM_010349,Grik2,chr14,51183721,51201280,-,None,None,NA,NA
NM_001081097,Grik3,chr11,58015831,58038969,+,ES,ES,5.968903229,5.924904859
NM_175481,Grik4,chr12,105577407,105582193,+,ES,None,10.04482922,10.21950569
NM_008168,Grik5,chr7,46858722,46876231,-,None,None,5.262488821,46.06690864
NM_008169,Grin1,chr11,29072995,29119129,+,ES,None,5.178614645,4.048198476
NM_008170,Grin2a,chr10,117544824,117571990,+,ES,None,4.303545831,4.274699553
NM_008171,Grin2b,chr11,116414258,116443109,-,ES,None,3.968357469,3.869337704
NM_010350,Grin2c,chr1,175905974,175906928,+,ES,None,5.148870098,5.117882131
NM_008172,Grin2d,chr11,58456659,58468599,+,ES,None,3.374964791,3.344855507
NM_130455,Grin3b,chr1,54342125,54383516,-,ES,None,10.41193589,10.46964349
NM_023168,Grina,chr19,5758427,5771401,-,None,None,325.912975,653.6474037
NM_178602,Grinl1a,chr9,20036102,20037037,+,None,None,NA,NA
NM_133442,Grip1,chr14,54669947,54676247,-,None,None,NA,NA
NM_207670,Gripap1,chrX,6815491,6825145,+,None,None,NA,NA
NM_177379,Grit,chr9,39234774,39244559,-,None,None,218.4789765,197.0995892
NM_011881,Grk1,chr9,106010960,106016239,-,None,None,4.770618364,4.750657433
NM_172739,Grlf1,chr7,109315087,109408324,-,None,None,207.3279261,569.5986286
NM_016976,Grm1,chr1,44496238,44733420,+,ES,None,7.302704443,7.266501491
NM_181850,Grm3,chr6,116598626,116639410,-,None,None,5.617134691,28.45836212
NM_001013385,Grm4,chr10,58718729,58767686,+,ES,None,NA,NA
NM_001081414,Grm5,chr7,73812634,73887174,-,None,NP,7.35824384,683.5847543
NM_173372,Grm6,chr16,67361390,67364000,-,None,None,NA,NA
NM_177328,Grm7,chr11,80117270,80172149,+,ES,None,4.754586373,4.706504568
NM_008174,Grm8,chr7,25010118,25012893,+,None,None,NA,NA
NM_008175,Grn,chr16,38444482,38469485,-,None,None,1223.493319,1020.94212
NM_175012,Grp,chr2,3373091,3392235,-,None,None,4.402694296,4.335576743
NM_024478,Grpel1,chr6,145765541,145774743,+,None,None,1860.16899,1660.249995
NM_021296,Grpel2,chr2,163967396,163969748,-,None,None,1245.581725,569.885504
NM_008177,Grpr,chrX,132301629,132304343,-,None,None,6.914329916,6.806274994
NM_001099296,Grrp1,chr11,98280782,98362121,-,ES,None,NA,NA
NM_178700,Grsf1,chr6,72495435,72527851,-,None,None,NA,NA
NM_025768,Grtp1,chr12,81552884,81562638,-,ES,ES,NA,NA
NM_153419,Grwd1,chr7,101195141,101220133,+,None,None,972.8310601,713.3911714
NM_011153,Gsbs,chr7,104406779,104409182,-,None,None,8.009007286,7.739554147
NM_010351,Gsc,chr1,95204301,95233908,+,ES,None,6.990690999,6.868278462
NM_021347,Gsdm1,chr16,62756931,62764978,+,None,None,NA,NA
NM_029727,Gsdm2,chr16,5800318,7326831,+,None,None,4.488165754,4.445309806
NM_001007461,Gsdm3,chr16,10748665,10806544,+,None,None,NA,NA
NM_026960,Gsdmdc1,chr10,13191225,13207473,+,ES,None,25.8618205,11.90778334
NM_198671,Gse1,chr9,107842326,107843980,-,None,ES,46.24292695,35.18052686
NM_001080553,Gsg1,chr7,13122656,13155013,-,None,None,NA,NA
NM_010353,Gsg2,chr1,175887049,175887987,+,ES,None,110.5803077,70.93622821
NM_008178,Gsh1,chr11,49287275,49288209,+,ES,None,3.927549052,3.910119991
NM_133256,Gsh2,chr11,49273900,49274834,+,ES,None,3.66933007,3.641428281
NM_001031667,Gsk3a,chr7,83508201,83518513,+,None,None,531.7087914,568.6314765
NM_019827,Gsk3b,chr2,172736547,172762464,-,None,None,375.4043355,1380.336309
NM_146120,Gsn,chr11,108736455,108766869,+,ES,None,77.97273003,4.902682023
NM_146066,Gspt1,chr2,121647893,121705027,+,None,None,3864.667464,3394.138744
NM_008179,Gspt2,chrX,143735316,143767814,+,None,None,188.5476263,147.6732695
NM_010344,Gsr,chr9,69888473,69940721,-,None,None,956.2365469,340.9600744
NM_008180,Gss,chr4,131574269,131575432,-,None,None,113.032079,51.33867145
NM_008181,Gsta1,chr9,19530684,19534464,+,None,None,NA,NA
NM_008182,Gsta2,chr9,19667630,19672910,+,None,None,NA,NA
NM_001077353,Gsta3,chr13,74769129,74783249,-,None,None,13.04331831,8.854768052
NM_010357,Gsta4,chr12,100285567,100338412,+,ES,ES,10325.3292,15.36426004
NM_029555,Gstk1,chr7,25323380,25324608,-,None,None,77.90451871,8.945415076
NM_010358,Gstm1,chr5,36074791,36201831,+,None,None,637.2008005,797.4877121
NM_008183,Gstm2,chr5,114426516,114510733,+,None,None,550.7981652,10.73948218
NM_010359,Gstm3,chr5,121881643,121921096,-,None,None,11.4267494,9.746684999
NM_026764,Gstm4,chr11,3795283,3801299,+,ES,None,108.4737948,6.277275399
NM_010360,Gstm5,chr5,115371298,115380312,-,None,None,286.9739763,728.3584818
NM_008184,Gstm6,chr5,23923515,23927899,+,None,None,NA,NA
NM_026672,Gstm7,chr5,137518064,137524251,+,None,None,7.086885242,73.02487124
NM_010362,Gsto1,chr3,108323826,108328890,-,None,None,737.5505911,796.3505249
NM_026619,Gsto2,chr3,131283564,131292382,-,None,None,NA,NA
NM_013541,Gstp1,chr3,18264100,18435480,-,None,None,NA,NA
NM_181796,Gstp2,chr11,4601970,4604347,-,ES,None,NA,NA
NM_008185,Gstt1,chr1,182639242,182650278,-,ES,None,73.33063218,16.0445864
NM_010361,Gstt2,chr1,93763153,93978799,-,ES,None,466.8845019,4.71133491
NM_133994,Gstt3,chr1,95236345,95309214,-,ES,None,33.28334641,5.488912199
NM_010363,Gstz1,chr17,6036346,6041961,+,None,None,NA,NA
NM_181860,Gt4-1,chr2,157428902,157583055,+,None,None,3.612185002,3.609084647
NM_172662,Gtdc1,chr4,111579401,111666008,+,None,None,241.3814298,138.8463266
NM_175335,Gtf2a1,chr17,45624651,45632948,+,None,None,29.01226524,12.88035122
NM_023630,Gtf2a1lf,chr10,127960714,127968883,-,ES,None,4.706104621,4.692564563
NM_001039519,Gtf2a2,chr9,18565756,18566694,-,None,None,2384.925561,3008.361741
NM_145546,Gtf2b,chr5,35899920,35930660,+,None,None,972.6569764,876.7582758
NM_028812,Gtf2e1,chr2,84401619,84451579,-,None,None,2181.002802,679.1257974
NM_026584,Gtf2e2,chr9,107198740,107207784,+,None,None,4921.28874,2771.702619
NM_133801,Gtf2f1,chr2,86490872,86491812,-,None,None,786.4317852,597.8551132
NM_026816,Gtf2f2,chr19,18737798,18771811,+,None,None,1536.146297,995.43093
NM_008186,Gtf2h1,chr7,102141644,102310676,+,None,None,NA,NA
NM_022011,Gtf2h2,chr17,30852326,30856623,-,None,None,NA,NA
NM_181410,Gtf2h3,chr6,29075030,29108210,-,None,None,NA,NA
NM_010364,Gtf2h4,chr2,86533513,86534449,-,None,None,1721.394688,765.4329887
NM_181392,Gtf2h5,chr2,86554633,86555575,-,None,None,1806.185823,3241.825716
NM_010365,Gtf2i,chr6,142319121,142344309,-,None,None,NA,NA
NM_001081464,Gtf2ird1,chr6,71637368,71740211,+,None,None,84.57133526,93.24490404
NM_053266,Gtf2ird2,chr6,78355491,78358175,+,None,None,23.65263152,144.1806648
NM_025652,Gtf3a,chr6,78334663,78337606,+,None,None,NA,NA
NM_207239,Gtf3c1,chr7,44811281,44826075,+,None,None,420.2439261,501.7298028
NM_027901,Gtf3c2,chr6,78310217,78313348,+,None,None,346.4065279,291.9048478
NM_001033194,Gtf3c3,chr13,109775040,111072352,+,None,None,796.094783,253.2795152
NM_172977,Gtf3c4,chr4,124439351,124446964,+,None,None,82.33026992,32.78498881
NM_148928,Gtf3c5,chr4,112208761,112272793,-,None,None,109.0688323,94.89602295
NM_008187,Gtl3,chr9,108917154,108931517,-,None,None,2288.569599,2022.342743
NM_025294,Gtlf3b,chr16,8428809,8536886,+,None,None,431.3352528,494.7683238
NM_013818,Gtpbp1,chr19,44570267,44599159,-,None,None,370.9824539,275.2443427
NM_019581,Gtpbp2,chr2,86586570,86587537,+,None,None,109.792484,295.4658538
NM_032544,Gtpbp3,chr9,98712470,98713974,+,None,None,203.7349014,366.4445841
NM_027000,Gtpbp4,chr17,70749075,70756055,-,None,None,3412.098086,1553.62123
NM_001083328,Gtpbp5,chr4,111883900,111931917,-,None,None,8.978852379,9.041648152
NM_145147,Gtpbp6,chr11,73860520,73861467,-,ES,None,NA,NA
NM_025332,Gtpbp8,chr2,174070432,174081931,-,None,None,5.607847435,8.930347067
NM_148934,Gtrgeo22,chr14,24292475,24497891,+,None,None,232.7742369,320.534444
NM_013882,Gtse1,chr19,45042654,45056705,+,None,None,814.3297651,161.1801582
NM_008189,Guca1a,chr2,86629592,86630583,+,None,None,4.564283349,4.463713411
NM_146079,Guca1b,chr2,86651608,86652535,-,None,None,5.517772582,5.183669929
NM_008190,Guca2a,chr5,138510338,138542180,+,None,None,4.852361476,4.783395632
NM_008191,Guca2b,chr5,151306009,151458573,-,None,None,5.339695018,5.312066575
NM_001033322,Gucy1a2,chr9,18607028,18607993,+,None,None,5.637535571,5.610151288
NM_021896,Gucy1a3,chr11,101790248,101800860,-,ES,None,5.898587059,5.754856465
NM_172810,Gucy1b2,chr19,36982693,36984743,-,None,None,NA,NA
NM_017469,Gucy1b3,chr5,143168255,143171864,-,None,None,9.35084028,68.40061801
NM_145067,Gucy2c,chr7,5083542,5096938,-,None,None,5.293014765,5.22168085
NM_008192,Gucy2e,chr1,175878626,175879569,+,ES,None,3.81147752,3.792722398
NM_001007576,Gucy2f,chrX,33676436,33722759,+,None,None,NA,NA
NM_001081076,Gucy2g,chr3,145584362,145587367,-,None,None,5.745285131,5.665599558
NM_172711,Guf1,chr6,78305382,78308372,-,None,None,53.74314912,103.614557
NM_008193,Guk1,chr16,14275137,14388450,+,None,None,586.4290313,559.1850828
NM_178747,Gulo,chr10,85389501,85441649,-,ES,None,4.164220991,4.029057041
NM_027506,Gulp1,chr1,10309940,10705157,-,ES,None,27.71208423,6.85540903
NM_029095,Gup1,chr9,18625730,18626677,+,None,None,NA,NA
NM_010368,Gusb,chr11,49183956,49184892,+,ES,None,214.7720692,21.71020019
NM_001039160,Gvin1,chr7,138954958,139039793,-,None,None,NA,NA
NM_013755,Gyg,chr5,137783342,137799361,+,None,None,296.1117833,944.6260577
NM_008194,Gyk,chrX,120244282,120252854,-,None,None,359.084104,208.2919106
NM_010293,Gykl1,chr2,163927369,163929706,-,None,None,5.208124683,5.176420949
NM_172670,Gyltl1b,chr11,119880525,119902908,-,ES,None,55.88511276,4.500004162
NM_010369,Gypa,chr9,4383536,4386863,+,None,None,4.172760399,4.145051111
NM_001048207,Gypc,chr10,23838732,23878375,+,ES,None,10.4726397,10.31127
NM_030678,Gys1,chr7,15974828,15999449,+,None,None,270.3539493,149.3005728
NM_145572,Gys2,chr7,42726738,42727561,-,None,None,4.683075789,4.63042069
NM_028986,Gzf1,chr4,154627150,154629674,-,None,None,392.6046517,350.5380404
NM_010370,Gzma,chr17,14403750,14430687,-,None,None,NA,NA
NM_013542,Gzmb,chr19,60582530,60635644,-,None,None,4.401486853,4.374837812
NM_010371,Gzmc,chr19,7487592,7492947,+,None,None,5.062621014,4.992206116
NM_010372,Gzmd,chr19,47185551,47191605,-,None,None,NA,NA
NM_010373,Gzme,chr19,10617510,10623283,-,None,None,NA,NA
NM_010374,Gzmf,chr19,24542875,24544571,-,None,None,9.056875522,8.920566807
NM_010375,Gzmg,chr19,28989060,29030151,-,None,None,NA,NA
NM_008196,Gzmk,chr17,23396240,23401392,-,None,None,5.486693043,5.455761233
NM_008504,Gzmm,chr14,120046373,120083224,+,None,None,NA,NA
NM_153052,Gzmn,chr19,12640569,12656741,+,None,None,6.775091538,6.584225931
NM_010376,H13,chr4,134641985,134670297,-,None,None,397.9651932,1463.838904
NM_008197,H1f0,chr10,39059501,39254788,+,ES,None,463.6357456,2720.42539
NM_027304,H1fnt,chr19,6364087,6376424,+,None,None,11.57196523,8.724116803
NM_138311,H1foo,chr7,43880738,43885010,+,None,None,6.189765809,6.16594233
NM_198622,H1fx,chr7,26867417,26875472,-,None,None,188.0557118,155.1558629
NM_031367,H28,chr1,192629159,192646353,+,NP,None,7.879040146,7.636912025
NM_010378,H2-Aa,chr2,86691066,86692012,-,None,None,NA,NA
NM_207105,H2-Ab1,chr10,86951772,87013930,+,ES,None,NA,NA
NM_177688,H2afj,chr11,80025308,80084102,+,ES,None,1533.216413,2965.371404
NM_010436,H2afx,chr12,77117532,77165556,-,ES,None,7123.865968,3351.003382
NM_012015,H2afy,chr17,3353688,3475878,+,None,None,NA,NA
NM_207000,H2afy2,chr1,53875361,54139579,-,ES,None,NA,NA
NM_016750,H2afz,chr5,25270090,25360402,+,None,None,NA,NA
NM_008199,H2-Bl,chr10,79196844,79224025,+,ES,None,NA,NA
NM_010380,H2-D1,chr2,86723423,86724369,-,None,None,NA,NA
NM_010386,H2-DMa,chr10,101941909,101976248,+,ES,None,7.736220764,7.772566774
NM_010387,H2-DMb1,chr2,86759356,86760295,-,None,None,NA,NA
NM_010388,H2-DMb2,chr2,86778669,86779633,-,None,None,NA,NA
NM_010381,H2-Ea,chr2,86789082,86790013,-,None,None,16.81186434,14.31866912
NM_010382,H2-Eb1,chr2,86802809,86803783,+,None,None,4.671560706,4.529887158
NM_001081032,H2-gs17,chr10,107736298,107818501,+,ES,None,NA,NA
NM_001001892,H2-K1,chr2,86822448,86823381,-,None,None,NA,NA
NM_010385,H2-Ke2,chr2,86834121,86835058,-,None,None,NA,NA
NM_013543,H2-Ke6,chr2,86849136,86850073,-,None,None,NA,NA
NM_177636,H2-M1,chr2,86872033,86872971,-,None,None,NA,NA
NM_013544,H2-M10.1,chr2,86893296,86894234,-,None,None,NA,NA
NM_177923,H2-M10.2,chr2,86936220,86937158,-,None,None,NA,NA
NM_201608,H2-M10.3,chr2,86950560,86951498,-,None,None,NA,NA
NM_177634,H2-M10.4,chr2,86992527,86993483,+,None,None,NA,NA
NM_177637,H2-M10.5,chr2,87013732,87014712,+,None,None,NA,NA
NM_201611,H2-M10.6,chr2,87052777,87053757,+,None,None,NA,NA
NM_177635,H2-M11,chr2,87069684,87070608,+,None,None,NA,NA
NM_008204,H2-M2,chr2,87109602,87110598,+,None,None,NA,NA
NM_013819,H2-M3,chr2,87158284,87159229,+,None,None,16.54007778,9.230053809
NM_008205,H2-M9,chr2,87172372,87173317,+,None,None,6.603089416,6.345698054
NM_008206,H2-Oa,chr2,87188545,87189526,+,None,None,4.023966316,3.944590814
NM_010389,H2-Ob,chr2,87218888,87219860,+,None,None,5.899754429,5.843384826
NM_010390,H2-Q1,chr10,60484715,60489676,+,ES,None,NA,NA
NM_010391,H2-Q10,chr10,76205572,76405504,-,ES,None,NA,NA
NM_010392,H2-Q2,chr10,73217182,74078481,+,ES,None,NA,NA
NM_207648,H2-Q6,chr2,87235327,87236282,+,None,None,NA,NA
NM_010394,H2-Q7,chr2,87258005,87258950,+,None,None,NA,NA
NM_023124,H2-Q8,chr2,87345445,87346381,-,None,None,NA,NA
NM_010395,H2-T10,chr2,87375924,87376869,+,None,None,NA,NA
NM_010397,H2-T22,chr2,87408228,87409173,+,None,None,NA,NA
NM_010398,H2-T23,chr2,87429303,87430233,+,None,None,NA,NA
NM_008207,H2-T24,chr2,87435658,87436584,-,None,None,9.079442074,8.735271335
NM_008208,H2-T3,chr10,7320426,7353440,-,ES,None,3.655866608,3.615153473
NM_010399,H2-T9,chr2,87446018,87446960,-,None,None,NA,NA
NM_001030310,H2-Tw3,chr10,75794969,75886628,-,ES,None,NA,NA
NM_008210,H3f3a,chr13,96125209,96351004,-,None,None,8680.773747,14442.50482
NM_008211,H3f3b,chr16,20244848,20339937,-,None,None,36.66762124,23.57052173
NM_024439,H47,chr7,127597991,127615679,-,None,None,NA,NA
NM_173371,H6pd,chr5,5742327,5755315,-,None,None,32.43397592,4.751765056
NM_025325,Haao,chr10,79724430,79732602,-,ES,None,NA,NA
NM_146101,Habp2,chr3,117311150,117352880,-,None,None,4.891044292,4.790332301
NM_019986,Habp4,chr17,55903170,55905929,-,None,None,34.60097981,22.0765802
NM_172473,Hace1,chr14,119613640,119642370,+,None,None,NA,NA
NM_008212,Hadh,chr5,121779220,121782312,-,None,None,2861.708038,1684.566575
NM_016763,Hadh2,chrX,25223812,25246880,-,None,None,NA,NA
NM_178878,Hadha,chr6,78395776,78398383,-,None,None,557.6348015,852.8515371
NM_145558,Hadhb,chr6,48523468,48528668,+,None,None,1027.458383,1431.163154
NM_024284,Hagh,chr2,87456820,87457758,-,None,None,855.6371013,608.2574746
NM_026897,Haghl,chr2,87472273,87473204,-,None,None,19.84397987,20.08455016
NM_010401,Hal,chr14,15224108,15368477,-,None,None,41.41500018,5.133625214
NM_032541,Hamp1,chr7,127632955,127640113,+,None,None,NA,NA
NM_183257,Hamp2,chr7,126464018,126467505,-,None,None,NA,NA
NM_008213,Hand1,chr1,177499102,177529265,-,ES,None,3.871042068,3.852777879
NM_010402,Hand2,chr9,40437032,40535115,+,None,None,5.754654513,5.712886081
NM_010403,Hao1,chr4,128261561,128271602,+,None,None,5.89664551,5.829515309
NM_019545,Hao3,chr5,121760713,121763597,-,None,None,5.480384948,5.376656263
NM_010404,Hap1,chr1,5578573,5592947,+,ES,ES,NA,NA
NM_013500,Hapln1,chr10,62419868,62454169,+,ES,None,8.125761585,7.858708455
NM_022031,Hapln2,chr5,8078357,8374087,-,None,None,5.150370556,5.074462944
NM_178255,Hapln3,chr11,115940795,115947218,-,ES,None,5.536529312,5.423125867
NM_177900,Hapln4,chr12,77039258,77096099,-,ES,None,14.05612816,11.66936227
NM_008214,Hars,chr2,163980723,163982930,+,None,None,659.6576915,672.9316521
NM_080636,Harsl,chr2,164024205,164025834,+,None,None,NA,NA
NM_008215,Has1,chr2,87493786,87494719,-,None,None,4.239823836,4.203560996
NM_008216,Has2,chr19,5273932,5295448,-,None,None,30.80930429,12.37736807
NM_008217,Has3,chr12,87250219,87410723,+,ES,None,3.474450951,3.454327501
NM_026115,Hat1,chr4,152801036,152805712,+,None,ES,16077.85391,3584.553946
