"DHMS regions identified for K27, K4, and K36",,,,,
,,,,,
"K27, ESC enriched","K27, NPC enriched","K4, ESC enriched","K4, NPC enriched","K36, ESC enriched","K36, NPC enriched"
chr16:94434000-94439000,,chr5:112881000-112882000,,,
chr16:95690000-95696000,,chr5:112883000-112885000,,,
chr16:95791000-95795000,,chr5:113088000-113090000,,,
chr16:96264000-96268000,,chr5:113356000-113359000,,,
chr16:96385000-96386000,,chr5:113378000-113379000,,,
chr16:97461000-97464000,,chr5:113403000-113405000,,,
chr16:97764000-97767000,,chr5:113421000-113422000,,,
chr16:98075000-98077000,,chr5:113460000-113462000,,,
chr17:3272000-3275000,,chr5:113464000-113467000,,,
chr17:3282000-3285000,,chr5:113505000-113507000,,,
chr17:3371000-3372000,,chr5:113516000-113517000,,,
chr17:5449000-5456000,,chr5:113527000-113529000,,,
chr17:5892000-5900000,,chr5:113538000-113539000,,,
chr17:6062000-6065000,,chr5:113542000-113543000,,,
chr17:6088000-6091000,,chr5:113562000-113578000,,,
chr17:6711000-6714000,,chr5:113585000-113589000,,,
chr17:7610000-7611000,,chr5:113594000-113595000,,,
chr17:7664000-7668000,,chr5:113599000-113601000,,,
chr17:8177000-8182000,,chr5:113613000-113614000,,,
chr17:8227000-8229000,,chr5:113622000-113623000,,,
chr17:8266000-8280000,,chr5:113660000-113664000,,,
chr17:8361000-8367000,,chr5:113731000-113732000,,,
chr17:8636000-8644000,,chr5:113811000-113813000,,,
chr17:11455000-11457000,,chr5:113837000-113839000,,,
chr17:11827000-11829000,,chr5:113845000-113851000,,,
chr17:12612000-12615000,,chr5:113852000-113860000,,,
chr17:13994000-13999000,,chr5:113868000-113870000,,,
chr17:14426000-14434000,,chr5:113888000-113889000,,,
chr17:15074000-15090000,,chr5:113890000-113893000,,,
chr17:15240000-15242000,,chr5:113904000-113905000,,,
chr17:15530000-15537000,,chr5:113911000-113913000,,,
chr17:17550000-17556000,,chr5:113915000-113916000,,,
chr17:17614000-17615000,,chr5:113922000-113923000,,,
chr17:23465000-23473000,,chr5:113925000-113927000,,,
chr17:23933000-23937000,,chr5:113984000-113986000,,,
chr17:24215000-24218000,,chr5:114000000-114001000,,,
chr17:24229000-24235000,,chr5:114061000-114062000,,,
chr17:24384000-24388000,,chr5:114076000-114081000,,,
chr17:24972000-24976000,,chr5:114091000-114092000,,,
chr17:24980000-24985000,,chr5:114103000-114107000,,,
chr17:25109000-25115000,,chr5:114148000-114153000,,,
chr17:25124000-25125000,,chr5:114203000-114205000,,,
chr17:25160000-25165000,,chr5:114233000-114234000,,,
chr17:25223000-25225000,,chr5:114291000-114292000,,,
chr17:25284000-25305000,,chr5:114313000-114314000,,,
chr17:25532000-25533000,,chr5:114351000-114353000,,,
chr17:25534000-25548000,,chr5:114386000-114393000,,,
chr17:25676000-25679000,,chr5:114413000-114415000,,,
chr17:26140000-26146000,,chr5:114424000-114425000,,,
chr17:26153000-26170000,,chr5:114435000-114438000,,,
chr17:26567000-26573000,,chr5:114461000-114462000,,,
chr17:26614000-26616000,,chr5:114499000-114501000,,,
chr17:26671000-26681000,,chr5:114508000-114510000,,,
chr17:26689000-26695000,,chr5:114534000-114536000,,,
chr17:26883000-26886000,,chr5:114550000-114551000,,,
chr17:26900000-26903000,,chr5:114574000-114577000,,,
chr17:27027000-27030000,,chr5:114662000-114664000,,,
chr17:27052000-27055000,,chr5:114734000-114735000,,,
chr17:27061000-27064000,,chr5:114744000-114748000,,,
chr17:27124000-27128000,,chr5:114774000-114778000,,,
chr17:27198000-27202000,,chr5:114802000-114804000,,,
chr17:27207000-27210000,,chr5:114826000-114829000,,,
chr17:27223000-27251000,,chr5:114831000-114833000,,,
chr17:27382000-27385000,,chr5:114871000-114874000,,,
chr17:27441000-27452000,,chr5:114897000-114898000,,,
chr17:28091000-28094000,,chr5:114907000-114910000,,,
chr17:29047000-29050000,,chr5:114918000-114921000,,,
chr17:29126000-29133000,,chr5:114931000-114932000,,,
chr17:29613000-29620000,,chr5:114934000-114938000,,,
chr17:29655000-29661000,,chr5:114958000-114961000,,,
chr17:31828000-31831000,,chr5:115046000-115049000,,,
chr17:31913000-31919000,,chr5:115057000-115059000,,,
chr17:32125000-32130000,,chr5:115061000-115064000,,,
chr17:32146000-32147000,,chr5:115087000-115088000,,,
chr17:33662000-33667000,,chr5:115198000-115199000,,,
chr17:33670000-33671000,,chr5:115211000-115213000,,,
chr17:33808000-33814000,,chr5:115228000-115234000,,,
chr17:33872000-33874000,,chr5:115240000-115242000,,,
chr17:34236000-34240000,,chr5:115270000-115272000,,,
chr17:34278000-34284000,,chr5:115314000-115315000,,,
chr17:34287000-34294000,,chr5:115372000-115375000,,,
chr17:34802000-34814000,,chr5:115379000-115381000,,,
chr17:34819000-34824000,,chr5:115416000-115417000,,,
chr17:34967000-34968000,,chr5:115434000-115435000,,,
chr17:35330000-35334000,,chr5:115436000-115437000,,,
chr17:41778000-41781000,,chr5:115441000-115443000,,,
chr17:43090000-43097000,,chr5:115445000-115450000,,,
chr17:43651000-43655000,,chr5:115453000-115456000,,,
chr17:43708000-43720000,,chr5:115464000-115469000,,,
chr17:44197000-44206000,,chr5:115476000-115477000,,,
chr17:45008000-45011000,,chr5:115493000-115494000,,,
chr17:45717000-45720000,,chr5:115496000-115499000,,,
chr17:45907000-45914000,,chr5:115623000-115624000,,,
chr17:45915000-45926000,,chr5:115633000-115634000,,,
chr17:45927000-45934000,,chr5:115664000-115667000,,,
chr17:45947000-45951000,,chr5:115675000-115677000,,,
chr17:45984000-45986000,,chr5:115705000-115708000,,,
chr17:46003000-46010000,,chr5:115725000-115727000,,,
chr17:46873000-46875000,,chr5:115731000-115733000,,,
chr17:47135000-47136000,,chr5:115735000-115738000,,,
chr17:47295000-47298000,,chr5:115741000-115744000,,,
chr17:47558000-47560000,,chr5:115753000-115754000,,,
chr17:47821000-47831000,,chr5:115776000-115778000,,,
chr17:48394000-48401000,,chr5:115781000-115782000,,,
chr17:48536000-48537000,,chr5:115785000-115789000,,,
chr17:49352000-49355000,,chr5:115793000-115796000,,,
chr17:49973000-49976000,,chr5:115803000-115805000,,,
chr17:50194000-50197000,,chr5:115807000-115810000,,,
chr17:51093000-51095000,,chr5:115814000-115816000,,,
chr17:54958000-54959000,,chr5:115822000-115823000,,,
chr17:55562000-55566000,,chr5:115827000-115831000,,,
chr17:55713000-55714000,,chr5:115842000-115843000,,,
chr17:56106000-56112000,,chr5:115991000-115994000,,,
chr17:56142000-56149000,,chr5:116205000-116207000,,,
chr17:56834000-56836000,,chr5:116240000-116242000,,,
chr17:56964000-56965000,,chr5:116264000-116266000,,,
chr17:62565000-62568000,,chr5:116275000-116276000,,,
chr17:65671000-65673000,,chr5:116291000-116293000,,,
chr17:67256000-67263000,,chr5:116315000-116316000,,,
chr17:68178000-68180000,,chr5:116343000-116345000,,,
chr17:68741000-68749000,,chr5:116384000-116386000,,,
chr17:68981000-68984000,,chr5:116405000-116408000,,,
chr17:70421000-70423000,,chr5:116485000-116487000,,,
chr17:70567000-70568000,,chr5:116549000-116552000,,,
chr17:71087000-71090000,,chr5:116569000-116571000,,,
chr17:71213000-71220000,,chr5:116641000-116643000,,,
chr17:71653000-71658000,,chr5:116648000-116649000,,,
chr17:71687000-71689000,,chr5:116656000-116658000,,,
chr17:71774000-71778000,,chr5:116668000-116673000,,,
chr17:72777000-72786000,,chr5:116675000-116677000,,,
chr17:72822000-72828000,,chr5:116679000-116685000,,,
chr17:78104000-78108000,,chr5:116695000-116696000,,,
chr17:78926000-78927000,,chr5:116705000-116711000,,,
chr17:78957000-78958000,,chr5:116717000-116719000,,,
chr17:79620000-79625000,,chr5:116852000-116855000,,,
chr17:80278000-80286000,,chr5:116950000-116951000,,,
chr17:81577000-81578000,,chr5:117349000-117350000,,,
chr17:83072000-83075000,,chr5:117387000-117388000,,,
chr17:83109000-83134000,,chr5:117553000-117556000,,,
chr17:83834000-83835000,,chr5:117574000-117576000,,,
chr17:83874000-83876000,,chr5:117620000-117626000,,,
chr17:83974000-83977000,,chr5:117648000-117651000,,,
chr17:84003000-84010000,,chr5:117657000-117660000,,,
chr17:84065000-84066000,,chr5:117664000-117667000,,,
chr17:84420000-84422000,,chr5:117674000-117677000,,,
chr17:84600000-84605000,,chr5:117742000-117744000,,,
chr17:85166000-85172000,,chr5:117758000-117759000,,,
chr17:85362000-85365000,,chr5:117795000-117796000,,,
chr17:85373000-85378000,,chr5:118102000-118104000,,,
chr17:85393000-85395000,,chr5:118158000-118161000,,,
chr17:85516000-85539000,,chr5:118210000-118211000,,,
chr17:85549000-85557000,,chr5:118237000-118239000,,,
chr17:85588000-85603000,,chr5:118287000-118291000,,,
chr17:85708000-85710000,,chr5:118297000-118299000,,,
chr17:86076000-86079000,,chr5:118432000-118437000,,,
chr17:86539000-86545000,,chr5:118498000-118499000,,,
chr17:86663000-86664000,,chr5:118539000-118540000,,,
chr17:87191000-87195000,,chr5:118558000-118559000,,,
chr17:87276000-87283000,,chr5:118588000-118590000,,,
chr17:87651000-87656000,,chr5:118592000-118594000,,,
chr17:90361000-90365000,,chr5:118635000-118638000,,,
chr17:90996000-90998000,,chr5:118670000-118672000,,,
chr17:93505000-93507000,,chr5:118696000-118699000,,,
chr18:3498000-3501000,,chr5:118706000-118708000,,,
chr18:5161000-5165000,,chr5:118725000-118727000,,,
chr18:5593000-5594000,,chr5:118739000-118745000,,,
chr18:7000000-7006000,,chr5:118770000-118772000,,,
chr18:9209000-9215000,,chr5:118775000-118776000,,,
chr18:11495000-11497000,,chr5:118820000-118821000,,,
chr18:11982000-11985000,,chr5:118863000-118864000,,,
chr18:12476000-12479000,,chr5:119074000-119076000,,,
chr18:12873000-12877000,,chr5:119077000-119078000,,,
chr18:13930000-13931000,,chr5:119808000-119809000,,,
chr18:14112000-14115000,,chr5:119824000-119825000,,,
chr18:15203000-15211000,,chr5:119847000-119850000,,,
chr18:15290000-15296000,,chr5:119886000-119888000,,,
chr18:15902000-15904000,,chr5:119917000-119920000,,,
chr18:16949000-16953000,,chr5:119921000-119924000,,,
chr18:20144000-20147000,,chr5:119928000-119937000,,,
chr18:21794000-21796000,,chr5:119941000-119950000,,,
chr18:23180000-23185000,,chr5:119967000-119974000,,,
chr18:23895000-23899000,,chr5:120057000-120059000,,,
chr18:23940000-23944000,,chr5:120064000-120065000,,,
chr18:24609000-24611000,,chr5:120096000-120101000,,,
chr18:24796000-24799000,,chr5:120562000-120565000,,,
chr18:25691000-25694000,,chr5:120691000-120701000,,,
chr18:25705000-25709000,,chr5:120717000-120721000,,,
chr18:25712000-25713000,,chr5:120764000-120767000,,,
chr18:25717000-25723000,,chr5:120772000-120776000,,,
chr18:25761000-25763000,,chr5:120819000-120820000,,,
chr18:32080000-32085000,,chr5:120840000-120841000,,,
chr18:32090000-32092000,,chr5:120866000-120868000,,,
chr18:32517000-32524000,,chr5:120886000-120888000,,,
chr18:32566000-32570000,,chr5:120909000-120911000,,,
chr18:32701000-32705000,,chr5:120935000-120945000,,,
chr18:33081000-33083000,,chr5:120947000-120948000,,,
chr18:34668000-34681000,,chr5:120949000-120950000,,,
chr18:34684000-34691000,,chr5:120954000-120974000,,,
chr18:34803000-34808000,,chr5:120992000-120996000,,,
chr18:34843000-34847000,,chr5:121022000-121023000,,,
chr18:34987000-34989000,,chr5:121043000-121044000,,,
chr18:35011000-35013000,,chr5:121149000-121150000,,,
chr18:35774000-35785000,,chr5:121466000-121468000,,,
chr18:35993000-35995000,,chr5:121531000-121532000,,,
chr18:36014000-36021000,,chr5:121590000-121593000,,,
chr18:36037000-36061000,,chr5:121732000-121734000,,,
chr18:36090000-36096000,,chr5:121844000-121848000,,,
chr18:36141000-36158000,,chr5:121853000-121855000,,,
chr18:36160000-36166000,,chr5:122074000-122075000,,,
chr18:36190000-36198000,,chr5:122089000-122090000,,,
chr18:36321000-36326000,,chr5:122097000-122100000,,,
chr18:36446000-36451000,,chr5:122102000-122107000,,,
chr18:36848000-36856000,,chr5:122112000-122114000,,,
chr18:37066000-37069000,,chr5:122129000-122131000,,,
chr18:37072000-37083000,,chr5:122133000-122135000,,,
chr18:37086000-37090000,,chr5:122139000-122141000,,,
chr18:37123000-37127000,,chr5:122152000-122154000,,,
chr18:37132000-37134000,,chr5:122174000-122175000,,,
chr18:37136000-37141000,,chr5:122291000-122292000,,,
chr18:37146000-37149000,,chr5:122309000-122312000,,,
chr18:37215000-37218000,,chr5:122314000-122316000,,,
chr18:37268000-37273000,,chr5:122319000-122324000,,,
chr18:37539000-37541000,,chr5:122329000-122334000,,,
chr18:37569000-37570000,,chr5:122372000-122373000,,,
chr18:37601000-37607000,,chr5:122390000-122394000,,,
chr18:37611000-37618000,,chr5:122406000-122408000,,,
chr18:37623000-37649000,,chr5:122410000-122412000,,,
chr18:37806000-37810000,,chr5:122425000-122428000,,,
chr18:37811000-37814000,,chr5:122451000-122453000,,,
chr18:37816000-37823000,,chr5:122466000-122472000,,,
chr18:37833000-37836000,,chr5:122555000-122556000,,,
chr18:37841000-37854000,,chr5:122575000-122576000,,,
chr18:37857000-37876000,,chr5:122661000-122664000,,,
chr18:37878000-37894000,,chr5:122670000-122671000,,,
chr18:37932000-37934000,,chr5:122771000-122775000,,,
chr18:37938000-37943000,,chr5:122885000-122887000,,,
chr18:38312000-38317000,,chr5:122986000-122987000,,,
chr18:38322000-38326000,,chr5:123024000-123025000,,,
chr18:38333000-38341000,,chr5:123035000-123037000,,,
chr18:38609000-38614000,,chr5:123140000-123144000,,,
chr18:39119000-39122000,,chr5:123181000-123183000,,,
chr18:43562000-43565000,,chr5:123187000-123189000,,,
chr18:44937000-44939000,,chr5:123212000-123214000,,,
chr18:46336000-46338000,,chr5:123228000-123229000,,,
chr18:46588000-46592000,,chr5:123289000-123291000,,,
chr18:46853000-46854000,,chr5:123297000-123302000,,,
chr18:46974000-46978000,,chr5:123380000-123382000,,,
chr18:47276000-47279000,,chr5:123392000-123394000,,,
chr18:47490000-47497000,,chr5:123395000-123398000,,,
chr18:52653000-52655000,,chr5:123408000-123414000,,,
chr18:52893000-52895000,,chr5:123417000-123422000,,,
chr18:55112000-55116000,,chr5:123432000-123433000,,,
chr18:56594000-56597000,,chr5:123630000-123640000,,,
chr18:57052000-57054000,,chr5:123757000-123759000,,,
chr18:58004000-58006000,,chr5:123769000-123772000,,,
chr18:58334000-58338000,,chr5:123784000-123786000,,,
chr18:58963000-58964000,,chr5:123875000-123876000,,,
chr18:59301000-59303000,,chr5:124140000-124141000,,,
chr18:61037000-61040000,,chr5:124157000-124159000,,,
chr18:61107000-61111000,,chr5:124194000-124195000,,,
chr18:61156000-61167000,,chr5:124258000-124261000,,,
chr18:61659000-61662000,,chr5:124350000-124351000,,,
chr18:63510000-63514000,,chr5:124356000-124357000,,,
chr18:64465000-64475000,,chr5:124381000-124385000,,,
chr18:64781000-64787000,,chr5:124699000-124700000,,,
chr18:65997000-65999000,,chr5:124712000-124714000,,,
chr18:66059000-66069000,,chr5:124797000-124799000,,,
chr18:66411000-66419000,,chr5:124866000-124867000,,,
chr18:66985000-66986000,,chr5:124871000-124873000,,,
chr18:67214000-67215000,,chr5:124879000-124880000,,,
chr18:67469000-67471000,,chr5:125014000-125015000,,,
chr18:67513000-67516000,,chr5:125019000-125020000,,,
chr18:69322000-69326000,,chr5:125124000-125126000,,,
chr18:72474000-72478000,,chr5:125128000-125129000,,,
chr18:74295000-74296000,,chr5:125300000-125301000,,,
chr18:75643000-75646000,,chr5:125346000-125349000,,,
chr18:75821000-75823000,,chr5:125352000-125353000,,,
chr18:75944000-75954000,,chr5:125448000-125449000,,,
chr18:76023000-76025000,,chr5:125469000-125470000,,,
chr18:76031000-76033000,,chr5:125572000-125574000,,,
chr18:76184000-76187000,,chr5:125617000-125618000,,,
chr18:76268000-76281000,,chr5:125697000-125700000,,,
chr18:77057000-77058000,,chr5:125730000-125732000,,,
chr18:77060000-77066000,,chr5:125789000-125790000,,,
chr18:77381000-77390000,,chr5:125821000-125825000,,,
chr18:77401000-77405000,,chr5:125836000-125837000,,,
chr18:77445000-77454000,,chr5:127077000-127078000,,,
chr18:77458000-77463000,,chr5:127530000-127534000,,,
chr18:77519000-77524000,,chr5:127650000-127651000,,,
chr18:78205000-78219000,,chr5:127906000-127907000,,,
chr18:80164000-80166000,,chr5:127920000-127923000,,,
chr18:80209000-80213000,,chr5:127926000-127931000,,,
chr18:80419000-80420000,,chr5:127997000-127998000,,,
chr18:80456000-80464000,,chr5:128010000-128011000,,,
chr18:80481000-80486000,,chr5:128747000-128749000,,,
chr18:80523000-80526000,,chr5:128756000-128760000,,,
chr18:80765000-80782000,,chr5:128856000-128857000,,,
chr18:80796000-80808000,,chr5:128913000-128915000,,,
chr18:80859000-80880000,,chr5:128916000-128918000,,,
chr18:81132000-81139000,,chr5:129096000-129098000,,,
chr18:81142000-81159000,,chr5:129267000-129268000,,,
chr18:81362000-81363000,,chr5:129315000-129317000,,,
chr18:81367000-81370000,,chr5:129334000-129336000,,,
chr18:81402000-81404000,,chr5:129380000-129382000,,,
chr18:82539000-82542000,,chr5:129458000-129459000,,,
chr18:82607000-82614000,,chr5:129470000-129471000,,,
chr18:82718000-82721000,,chr5:129475000-129479000,,,
chr18:83042000-83048000,,chr5:129573000-129574000,,,
chr18:84218000-84227000,,chr5:129583000-129587000,,,
chr18:84864000-84866000,,chr5:129668000-129669000,,,
chr18:86527000-86531000,,chr5:129899000-129900000,,,
chr18:89903000-89905000,,chr5:130041000-130045000,,,
chr19:3404000-3416000,,chr5:130149000-130151000,,,
chr19:3936000-3937000,,chr5:130158000-130161000,,,
chr19:4099000-4103000,,chr5:130200000-130205000,,,
chr19:4476000-4479000,,chr5:130282000-130283000,,,
chr19:4697000-4699000,,chr5:130286000-130288000,,,
chr19:4985000-4992000,,chr5:130316000-130318000,,,
chr19:5066000-5070000,,chr5:130733000-130735000,,,
chr19:5306000-5309000,,chr5:131723000-131725000,,,
chr19:5445000-5451000,,chr5:131775000-131777000,,,
chr19:5741000-5752000,,chr5:131901000-131902000,,,
chr19:5755000-5759000,,chr5:132828000-132830000,,,
chr19:6183000-6185000,,chr5:134385000-134386000,,,
chr19:6419000-6424000,,chr5:134403000-134405000,,,
chr19:6426000-6430000,,chr5:134463000-134464000,,,
chr19:6486000-6489000,,chr5:134501000-134502000,,,
chr19:6490000-6507000,,chr5:134506000-134508000,,,
chr19:6530000-6544000,,chr5:134561000-134563000,,,
chr19:6894000-6899000,,chr5:134626000-134628000,,,
chr19:6905000-6922000,,chr5:134695000-134696000,,,
chr19:6991000-6996000,,chr5:134704000-134709000,,,
chr19:7000000-7002000,,chr5:134713000-134716000,,,
chr19:7484000-7491000,,chr5:134717000-134724000,,,
chr19:8726000-8733000,,chr5:134729000-134731000,,,
chr19:10102000-10114000,,chr5:134739000-134740000,,,
chr19:10328000-10330000,,chr5:134750000-134752000,,,
chr19:10368000-10375000,,chr5:134787000-134788000,,,
chr19:10450000-10459000,,chr5:134789000-134790000,,,
chr19:10487000-10502000,,chr5:134807000-134808000,,,
chr19:10507000-10512000,,chr5:134844000-134846000,,,
chr19:10520000-10522000,,chr5:134851000-134853000,,,
chr19:10541000-10549000,,chr5:134918000-134920000,,,
chr19:10700000-10703000,,chr5:134941000-134942000,,,
chr19:10710000-10714000,,chr5:134953000-134954000,,,
chr19:10921000-10927000,,chr5:135226000-135237000,,,
chr19:11005000-11009000,,chr5:135250000-135253000,,,
chr19:12567000-12569000,,chr5:135266000-135267000,,,
